"X1.lambda";"X2.lambda";"X3.lambda";"X4.lambda"
0,199287;0,199445;0,202506;0,200095
0,200964;0,200537;0,197347;0,199807
0,199963;0,199368;0,198728;0,200051
0,200068;0,199118;0,200943;0,199999
0,200015;0,200815;0,199325;0,19975
0,200122;0,20085;0,200753;0,199423
0,200368;0,200024;0,199052;0,200236
0,200003;0,199982;0,201502;0,199298
0,200816;0,19921;0,199627;0,200116
0,199096;0,200966;0,200683;0,199738
0,200653;0,19969;0,201308;0,199885
0,199621;0,199945;0,199824;0,199349
0,20003;0,200497;0,199848;0,201933
0,200051;0,199376;0,20161;0,199715
0,201075;0,199357;0,197804;0,20076
0,198878;0,201403;0,202134;0,198798
0,199973;0,199193;0,198206;0,201257
0,199143;0,201191;0,201473;0,198499
0,200955;0,198827;0,198799;0,201134
0,199554;0,198483;0,201471;0,19799
0,199736;0,201254;0,198595;0,201364
0,198715;0,199718;0,201234;0,199945
0,200337;0,199043;0,198498;0,200263
0,199938;0,200632;0,200946;0,198676
0,200977;0,201316;0,200818;0,202519
0,199024;0,200632;0,200713;0,19714
0,199953;0,199529;0,199229;0,200004
0,200046;0,200627;0,198975;0,20017
0,199911;0,199402;0,20155;0,200681
0,199759;0,200863;0,198828;0,200017
0,199873;0,199308;0,197954;0,19979
0,199575;0,200699;0,202295;0,200196
0,199314;0,199279;0,198218;0,19979
0,200843;0,199676;0,201766;0,199952
0,199445;0,200243;0,198111;0,200962
0,20102;0,199345;0,202053;0,198915
0,198879;0,201236;0,198814;0,201114
0,201538;0,200836;0,201191;0,199912
0,201998;0,200931;0,199886;0,19972
0,198009;0,20051;0,201049;0,199474
0,201869;0,199376;0,198856;0,201545
0,198086;0,198949;0,201525;0,198417
0,200094;0,200361;0,198588;0,201487
0,200472;0,202266;0,202093;0,200478
0,199471;0,202371;0,201193;0,200111
0,199272;0,198545;0,201228;0,199629
0,198886;0,199896;0,199409;0,20231
0,199901;0,201358;0,201485;0,201976
0,199755;0,198719;0,198151;0,198398
0,200133;0,200462;0,202049;0,201609
0,199873;0,20036;0,19797;0,1983
0,20002;0,199987;0,200228;0,202018
0,199626;0,200506;0,201364;0,198526
0,200375;0,19996;0,198891;0,199814
0,200557;0,197917;0,201056;0,2002
0,198141;0,202063;0,198917;0,200196
0,201582;0,201441;0,200934;0,199186
0,201536;0,200361;0,197911;0,198349
0,198493;0,200141;0,201316;0,201401
0,200196;0,200021;0,199028;0,198701
0,200657;0,199981;0,198657;0,201746
0,199476;0,200004;0,201024;0,198204
0,200133;0,199596;0,198704;0,201873
0,200521;0,199726;0,201283;0,198423
0,19936;0,200279;0,200683;0,201527
0,201353;0,199585;0,198879;0,198518
0,198844;0,199272;0,201184;0,201237
0,199568;0,200941;0,199037;0,198261
0,201175;0,201032;0,200809;0,201272
0,199591;0,200221;0,19927;0,199261
0,199625;0,199365;0,200748;0,200545
0,200446;0,200121;0,200187;0,200607
0,200341;0,199951;0,20004;0,199153
0,200696;0,201025;0,200891;0,200604
0,199087;0,199629;0,200643;0,199154
0,200493;0,200284;0,199818;0,198953
0,200549;0,199725;0,199981;0,200843
0,199339;0,200991;0,199453;0,199872
0,200622;0,198842;0,199154;0,197913
0,199356;0,20062;0,199297;0,199963
0,20073;0,1997;0,20067;0,199954
0,200164;0,200044;0,199415;0,199954
0,200654;0,200398;0,201433;0,199545
0,200439;0,200745;0,198967;0,20042
0,200505;0,199936;0,20261;0,199609
0,199343;0,200404;0,197683;0,199314
0,200608;0,199046;0,201883;0,200081
0,199267;0,200854;0,198261;0,200205
0,200218;0,20148;0,201806;0,199549
0,199978;0,198643;0,198406;0,200377
0,199772;0,198794;0,19925;0,199411
0,20028;0,201151;0,200566;0,201386
0,200133;0,198416;0,199337;0,197852
0,199539;0,200228;0,201019;0,202186
0,200093;0,199963;0,199924;0,199108
0,201232;0,199642;0,200091;0,200871
0,198845;0,201785;0,20048;0,199517
0,201403;0,198481;0,199362;0,201334
0,199124;0,198459;0,199404;0,199959
0,199689;0,20155;0,199464;0,199109
0,201201;0,199998;0,20081;0,200635
0,198781;0,19906;0,198808;0,199488
0,199277;0,198852;0,201359;0,198693
0,19986;0,198539;0,199354;0,201393
0,200011;0,198822;0,19971;0,198375
0,201521;0,199143;0,200249;0,201469
0,200354;0,200045;0,201468;0,200239
0,200308;0,200788;0,201661;0,199546
0,199618;0,20127;0,198265;0,198574
0,199943;0,199482;0,202415;0,201473
0,20006;0,200173;0,198393;0,198599
0,200615;0,199237;0,200731;0,201644
0,199455;0,200164;0,199792;0,198237
0,200485;0,19926;0,2;0,200874
0,200405;0,19955;0,200588;0,199982
0,201717;0,200321;0,198367;0,200709
0,200231;0,199537;0,201653;0,198779
0,199521;0,200031;0,197983;0,201288
0,199872;0,199388;0,198846;0,202011
0,199088;0,200594;0,199048;0,19837
0,199865;0,199373;0,200749;0,20159
0,199805;0,199784;0,19997;0,198843
0,200688;0,19916;0,200714;0,200601
0,199664;0,198767;0,198614;0,199299
0,199818;0,201337;0,198803;0,200013
0,202247;0,198768;0,199092;0,200549
0,200767;0,199929;0,20068;0,199465
0,201276;0,199953;0,199323;0,200187
0,201495;0,201031;0,201237;0,200794
0,201363;0,199191;0,20112;0,199306
0,200822;0,199102;0,197685;0,200119
0,199956;0,199311;0,201815;0,200186
0,19987;0,201135;0,199347;0,200357
0,199765;0,199575;0,199379;0,199715
0,199991;0,199234;0,200576;0,200559
0,200026;0,200889;0,20081;0,200824
0,200498;0,199652;0,199015;0,199622
0,197986;0,199896;0,202019;0,199755
0,201955;0,19963;0,198435;0,200245
0,198023;0,20094;0,201423;0,199156
0,201526;0,198789;0,200161;0,201306
0,198415;0,198945;0,199334;0,201372
0,201132;0,201469;0,201795;0,199748
0,198972;0,19912;0,19841;0,200288
0,201215;0,201229;0,201851;0,199069
0,198939;0,201303;0,201549;0,200988
0,19886;0,198485;0,198289;0,202141
0,197566;0,201535;0,198484;0,198098
0,201062;0,200088;0,20049;0,200062
0,199348;0,200753;0,200736;0,199551
0,200435;0,19915;0,199512;0,199609
0,201032;0,199238;0,200309;0,198943
0,199052;0,201515;0,199885;0,199514
0,200721;0,198876;0,200093;0,200707
0,200811;0,201629;0,199468;0,19849
0,199088;0,198453;0,201057;0,198572
0,201535;0,201604;0,200698;0,201322
0,199382;0,202002;0,20009;0,199248
0,200353;0,198922;0,199162;0,200219
0,199924;0,201109;0,201116;0,200888
0,200058;0,199045;0,200679;0,198493
0,199955;0,200961;0,200627;0,199971
0,200186;0,199556;0,200804;0,199994
0,200354;0,200533;0,202055;0,199606
0,200213;0,199775;0,198126;0,199388
0,200246;0,200748;0,199601;0,200883
0,200188;0,199305;0,200377;0,199414
0,199111;0,199504;0,199094;0,200307
0,200316;0,199795;0,200867;0,200408
0,199532;0,19899;0,200024;0,199921
0,200193;0,201215;0,2002;0,199445
0,199813;0,201298;0,201136;0,199109
0,200304;0,200162;0,200958;0,199813
0,20021;0,200008;0,200485;0,19993
0,199705;0,200835;0,200631;0,198111
0,199757;0,199645;0,200808;0,199286
0,199206;0,199535;0,198698;0,199251
0,200879;0,200212;0,199971;0,200661
0,19907;0,200035;0,199848;0,198753
0,200318;0,199788;0,199392;0,199133
0,201205;0,200263;0,199386;0,201205
0,200165;0,199957;0,201206;0,200909
0,199637;0,200225;0,198671;0,199207
0,200473;0,201027;0,201312;0,199235
0,19928;0,199078;0,198289;0,197828
0,203707;0,200849;0,201766;0,19935
0,198487;0,201399;0,197818;0,200795
0,200007;0,198365;0,20219;0,201033
0,199963;0,20163;0,19907;0,200128
0,200072;0,198209;0,200503;0,199165
0,1998;0,200411;0,20003;0,202268
0,200357;0,200602;0,199887;0,19772
0,19947;0,199095;0,201063;0,198894
0,200265;0,200973;0,200475;0,201023
0,199759;0,20092;0,200874;0,19962
0,199646;0,198998;0,198988;0,201541
0,199839;0,20126;0,199067;0,201095
0,200475;0,198506;0,19905;0,199051
0,200673;0,201507;0,200391;0,201053
0,200997;0,202403;0,199583;0,19898
0,200261;0,199724;0,200305;0,20109
0,199602;0,20029;0,199415;0,201232
0,200409;0,200275;0,20067;0,199662
0,200714;0,200255;0,199431;0,200431
0,199232;0,202211;0,200949;0,200678
0,200807;0,197757;0,200537;0,199482
0,199618;0,199986;0,201632;0,201589
0,199505;0,200291;0,20078;0,199581
0,199521;0,200088;0,200038;0,198756
0,200529;0,199099;0,198961;0,198147
0,198553;0,199308;0,200512;0,202973
0,200541;0,200725;0,199676;0,201894
0,199589;0,198776;0,197699;0,200511
0,199909;0,200958;0,202206;0,199073
0,199568;0,20084;0,199636;0,200336
0,199387;0,200792;0,20026;0,199033
0,201289;0,198236;0,200075;0,200185
0,198896;0,201797;0,200054;0,200171
0,200609;0,198491;0,199065;0,199486
0,199497;0,200741;0,201569;0,200491
0,200931;0,200303;0,199424;0,200056
0,199021;0,199713;0,198923;0,200301
0,201349;0,199794;0,200727;0,197938
0,198567;0,200242;0,199329;0,198926
0,20147;0,198815;0,2007;0,19956
0,199993;0,198793;0,199548;0,200426
0,200059;0,198933;0,200856;0,199194
0,200122;0,200633;0,199002;0,200485
0,200851;0,201779;0,20077;0,199634
0,200981;0,199593;0,19954;0,200484
0,201931;0,200324;0,199831;0,199568
0,199396;0,20042;0,202382;0,19939
0,200209;0,200172;0,200316;0,200494
0,19983;0,202391;0,199718;0,200388
0,199736;0,202374;0,199606;0,199861
0,199262;0,201922;0,199671;0,200204
0,199724;0,198267;0,199262;0,199127
0,199044;0,201551;0,201404;0,201977
0,198448;0,198929;0,198021;0,198038
0,201323;0,201516;0,201962;0,201905
0,198369;0,19936;0,200429;0,197759
0,201538;0,199713;0,199772;0,199785
0,199014;0,199945;0,200661;0,200033
0,198572;0,20038;0,199908;0,200792
0,20141;0,200249;0,200655;0,198705
0,199063;0,199954;0,199577;0,200485
0,198498;0,200019;0,197648;0,198906
0,201363;0,199316;0,202316;0,200828
0,199288;0,200906;0,197758;0,199027
0,200684;0,198652;0,200677;0,199501
0,200058;0,201373;0,199384;0,199768
0,202137;0,198718;0,201301;0,200472
0,202331;0,201714;0,201374;0,199708
0,20028;0,200464;0,199318;0,199553
0,199717;0,198855;0,199259;0,200333
0,199455;0,20088;0,200114;0,19997
0,200038;0,199478;0,201036;0,20063
0,199981;0,200725;0,199986;0,199809
0,200856;0,199279;0,202552;0,198266
0,201092;0,198085;0,198877;0,201046
0,201482;0,201602;0,200332;0,199589
0,197806;0,200943;0,200203;0,200847
0,202368;0,198827;0,201197;0,19911
0,197698;0,201559;0,199674;0,20034
0,202283;0,198072;0,198525;0,200188
0,202305;0,199893;0,20039;0,199687
0,199204;0,199996;0,199357;0,200264
0,200884;0,200338;0,199874;0,199678
0,199105;0,199344;0,199383;0,200122
0,199516;0,200505;0,198258;0,198724
0,200323;0,199372;0,201749;0,19858
0,199719;0,200991;0,198228;0,199612
0,201002;0,199439;0,198772;0,199585
0,198;0,200711;0,199698;0,200952
0,201991;0,200577;0,199216;0,199112
0,197688;0,200407;0,200775;0,200758
0,200252;0,199742;0,199321;0,19919
0,200085;0,199133;0,199535;0,200841
0,199917;0,200577;0,200744;0,200113
0,198615;0,19936;0,200941;0,200144
0,200887;0,200722;0,19969;0,201915
0,199771;0,201162;0,200013;0,199947
0,200188;0,198904;0,199109;0,198766
0,199543;0,201048;0,199751;0,197891
0,199076;0,198933;0,200256;0,199743
0,200644;0,200735;0,199891;0,200249
0,199184;0,200442;0,200336;0,199205
0,201267;0,200936;0,199005;0,200317
0,198938;0,199358;0,201081;0,200861
0,199265;0,198223;0,199508;0,201702
0,200782;0,198515;0,200083;0,198025
0,200011;0,201483;0,19847;0,197703
0,199896;0,198902;0,200215;0,202322
0,200494;0,19977;0,200751;0,198492
0,199159;0,200405;0,200016;0,201499
0,200847;0,200568;0,200191;0,199196
0,199324;0,199553;0,201146;0,200811
0,20015;0,199523;0,201358;0,199571
0,199846;0,200366;0,198654;0,200299
0,200817;0,199289;0,201656;0,200224
0,199783;0,200599;0,198361;0,199945
0,200131;0,198988;0,201663;0,200059
0,199471;0,199315;0,198328;0,199869
0,200044;0,200357;0,199128;0,199284
0,199421;0,199906;0,200889;0,200912
0,200359;0,199993;0,199484;0,199556
0,200462;0,200989;0,200585;0,199741
0,199097;0,198911;0,201758;0,199515
0,201969;0,19929;0,199027;0,200783
0,197785;0,200762;0,201517;0,199606
0,199071;0,199682;0,198362;0,200397
0,201229;0,199529;0,200162;0,19953
0,198485;0,200049;0,199619;0,199578
0,199309;0,200013;0,200143;0,199253
0,201215;0,200118;0,200883;0,199803
0,198263;0,200285;0,199144;0,200406
0,20281;0,199715;0,200822;0,201564
0,201524;0,199911;0,199074;0,20009
0,198415;0,199993;0,201187;0,199768
0,198324;0,199382;0,199006;0,200287
0,198572;0,198434;0,199668;0,199214
0,201169;0,200754;0,202169;0,200193
0,199128;0,19908;0,198088;0,200614
0,200893;0,201405;0,201973;0,200135
0,199778;0,199357;0,197875;0,200472
0,200463;0,200518;0,198609;0,199089
0,199616;0,199137;0,200842;0,200838
0,199928;0,198441;0,200495;0,199166
0,199002;0,200958;0,199659;0,200931
0,200788;0,199784;0,200531;0,200982
0,19933;0,200033;0,200073;0,199528
0,201562;0,200547;0,200543;0,198922
0,198532;0,199229;0,200039;0,201354
0,200775;0,20083;0,201259;0,198626
0,198912;0,200154;0,19846;0,201037
0,200934;0,200896;0,201575;0,199487
0,199367;0,201463;0,199418;0,202057
0,199209;0,19738;0,200475;0,197896
0,200746;0,202577;0,199156;0,201628
0,199024;0,197707;0,200466;0,19849
0,201151;0,201374;0,200061;0,19829
0,198463;0,198613;0,199952;0,201102
0,201457;0,201068;0,200363;0,2011
0,198922;0,200866;0,19966;0,199011
0,200852;0,199869;0,19996;0,200936
0,200531;0,199672;0,200058;0,198616
0,201023;0,200357;0,200732;0,200623
0,20006;0,198379;0,200239;0,201026
0,200024;0,201805;0,199911;0,198775
0,199798;0,198127;0,200706;0,2008
0,199991;0,201305;0,199494;0,199616
0,200177;0,200936;0,201062;0,201159
0,201357;0,199863;0,198779;0,199038
0,198785;0,200137;0,201462;0,200529
0,201087;0,199847;0,198524;0,200129
0,201125;0,200092;0,198656;0,200141
0,198951;0,200367;0,200585;0,199294
0,20119;0,200281;0,198736;0,20012
0,19905;0,201205;0,201363;0,200476
0,202254;0,19987;0,199277;0,201386
0,198832;0,200452;0,201223;0,199579
0,198602;0,200401;0,200095;0,200414
0,20011;0,199728;0,200878;0,199231
0,198654;0,200314;0,200931;0,197997
0,198227;0,199828;0,200081;0,202023
0,202449;0,200085;0,199475;0,199668
0,200374;0,199748;0,201186;0,197358
0,199902;0,199713;0,199468;0,197362
0,199285;0,200313;0,200496;0,202751
0,200742;0,199956;0,20038;0,200921
0,200637;0,200306;0,200289;0,199067
0,201;0,200468;0,200072;0,200134
0,199044;0,200365;0,199148;0,200354
0,19974;0,199874;0,200803;0,199344
0,19862;0,200499;0,20062;0,200539
0,2015;0,200765;0,199175;0,199386
0,198498;0,198072;0,200822;0,200728
0,199945;0,202019;0,200113;0,198733
0,199353;0,20274;0,198796;0,198982
0,199621;0,197773;0,200268;0,199171
0,20029;0,198096;0,200605;0,200796
0,200444;0,201445;0,201192;0,19884
0,200353;0,198225;0,198507;0,201193
0,199261;0,198531;0,201543;0,199086
0,201017;0,201481;0,198413;0,200731
0,199649;0,199115;0,201365;0,199259
0,199806;0,199167;0,199174;0,199057
0,200219;0,198541;0,200993;0,200314
0,198565;0,19857;0,198928;0,199944
0,200407;0,201488;0,20028;0,200626
0,199527;0,19843;0,199721;0,199007
0,200532;0,201502;0,199567;0,200437
0,19947;0,198566;0,200513;0,20068
0,200289;0,202173;0,199278;0,201217
0,199726;0,198979;0,201642;0,199849
0,200118;0,201054;0,200047;0,200232
0,2002;0,201215;0,200349;0,200266
0,198252;0,200086;0,19895;0,198205
0,202245;0,199969;0,200703;0,201858
0,198033;0,2001;0,198704;0,201358
0,202227;0,200186;0,201299;0,198548
0,201066;0,199555;0,201068;0,197844
0,202007;0,200678;0,198251;0,201804
0,198852;0,199542;0,200677;0,201667
0,200029;0,200848;0,199255;0,197942
0,199662;0,202574;0,199175;0,201413
0,200089;0,198834;0,200827;0,198314
0,199738;0,201228;0,1989;0,200515
0,200468;0,198819;0,201962;0,199789
0,19955;0,200088;0,199465;0,200298
0,19961;0,200126;0,200919;0,199698
0,198807;0,200649;0,200563;0,201596
0,200622;0,197949;0,200033;0,200895
0,198882;0,201989;0,200279;0,199128
0,200505;0,197896;0,198105;0,199911
0,199178;0,200858;0,202334;0,19989
0,198522;0,201373;0,198079;0,199489
0,201477;0,198674;0,198813;0,200542
0,198157;0,20139;0,20118;0,199917
0,202362;0,200921;0,199234;0,200213
0,197634;0,199177;0,198662;0,200209
0,202676;0,200433;0,201398;0,199304
0,2028;0,200676;0,200616;0,201128
0,203152;0,20009;0,199395;0,1988
0,202128;0,19925;0,200657;0,201255
0,200879;0,199914;0,200067;0,1997
0,199763;0,200821;0,199481;0,200686
0,1999;0,199186;0,201609;0,199574
0,199117;0,200344;0,198613;0,200323
0,200958;0,199657;0,201338;0,200477
0,199597;0,199701;0,198599;0,198946
0,200651;0,199237;0,200789;0,200372
0,199135;0,200295;0,200349;0,199905
0,199709;0,200667;0,199601;0,199547
0,198587;0,200676;0,201273;0,200571
0,199223;0,200142;0,198683;0,199359
0,200723;0,200235;0,199877;0,200332
0,199411;0,198412;0,198924;0,199569
0,200399;0,199177;0,198681;0,200008
0,199277;0,200448;0,199355;0,200792
0,199907;0,200676;0,202169;0,199012
0,199111;0,199663;0,197811;0,200288
0,200441;0,199208;0,200889;0,199149
0,199528;0,199614;0,199008;0,199328
0,199836;0,199272;0,200489;0,200557
0,200147;0,198902;0,19917;0,199442
0,199947;0,200034;0,200548;0,199251
0,199122;0,198562;0,201565;0,199836
0,199239;0,201382;0,198239;0,199202
0,200402;0,200674;0,201537;0,20035
0,199908;0,199516;0,200007;0,199654
0,200161;0,199441;0,200587;0,200102
0,199406;0,198983;0,199363;0,200156
0,199452;0,200486;0,199247;0,199637
0,200468;0,199619;0,201265;0,200395
0,198249;0,201269;0,19973;0,199852
0,200998;0,198274;0,200797;0,200494
0,199837;0,199975;0,199102;0,200225
0,200021;0,200318;0,200722;0,200525
0,200362;0,199454;0,198736;0,199704
0,199661;0,200074;0,201262;0,197409
0,200664;0,199872;0,198515;0,201656
0,201878;0,200449;0,201483;0,19916
0,20127;0,198777;0,19849;0,20088
0,199497;0,200438;0,202143;0,200442
0,198726;0,198737;0,199434;0,199043
0,201199;0,201204;0,199888;0,20085
0,200251;0,198759;0,200103;0,199752
0,20045;0,200655;0,199971;0,200346
0,198819;0,201806;0,199492;0,202373
0,202503;0,198405;0,199698;0,198838
0,198778;0,201923;0,198609;0,201465
0,201266;0,200226;0,198822;0,198562
0,198636;0,199661;0,201837;0,19998
0,201171;0,198794;0,200357;0,197964
0,199934;0,199781;0,199965;0,19974
0,200583;0,200424;0,201163;0,199554
0,199348;0,201359;0,198957;0,199818
0,200712;0,198762;0,201104;0,200383
0,199112;0,199258;0,200674;0,19964
0,20088;0,198977;0,19918;0,200674
0,20019;0,200484;0,199439;0,199293
0,202036;0,200113;0,200744;0,198762
0,199791;0,200561;0,199287;0,200575
0,199667;0,199429;0,199425;0,198503
0,200461;0,201041;0,200704;0,199626
0,200012;0,199662;0,199388;0,200398
0,200549;0,198879;0,198867;0,19956
0,199552;0,199968;0,201222;0,200448
0,199459;0,200419;0,198818;0,201197
0,197954;0,197981;0,198727;0,20092
0,201281;0,202106;0,200176;0,199172
0,1986;0,199739;0,200972;0,201716
0,198589;0,20047;0,198726;0,198542
0,201453;0,198593;0,198805;0,201634
0,198129;0,202205;0,200959;0,198438
0,201716;0,198358;0,199036;0,199622
0,198802;0,199809;0,201061;0,200365
0,198572;0,199512;0,1975;0,197935
